"ID","RT","age"
"HAVEN_09FUD12JKD",1.9946,69.39726027
"HAVEN_09FUD12JKD",2.3759,69.39726027
"HAVEN_09FUD12JKD",2.6137,69.39726027
"HAVEN_09FUD12JKD",2.3522,69.39726027
"HAVEN_09FUD12JKD",2.403,69.39726027
"HAVEN_09FUD12JKD",1.487,69.39726027
"HAVEN_09FUD12JKD",1.8178,69.39726027
"HAVEN_09FUD12JKD",2.9809,69.39726027
"HAVEN_09FUD12JKD",2.4671,69.39726027
"HAVEN_09FUD12JKD",2.4997,69.39726027
"HAVEN_09FUD12JKD",2.8888,69.39726027
"HAVEN_09FUD12JKD",2.3469,69.39726027
"HAVEN_09FUD12JKD",3.0134,69.39726027
"HAVEN_09FUD12JKD",2.6737,69.39726027
"HAVEN_09FUD12JKD",2.6278,69.39726027
"HAVEN_09FUD12JKD",2.1978,69.39726027
"HAVEN_09FUD12JKD",1.5939,69.39726027
"HAVEN_09FUD12JKD",2.5015,69.39726027
"HAVEN_09FUD12JKD",1.9303,69.39726027
"HAVEN_09FUD12JKD",2.0307,69.39726027
"HAVEN_09FUD12JKD",2.3017,69.39726027
"HAVEN_09FUD12JKD",1.7441,69.39726027
"HAVEN_09FUD12JKD",2.5757,69.39726027
"HAVEN_09FUD12JKD",2.3089,69.39726027
"HAVEN_09FUD12JKD",2.0549,69.39726027
"HAVEN_09FUD12JKD",2.1842,69.39726027
"HAVEN_09FUD12JKD",1.8785,69.39726027
"HAVEN_09FUD12JKD",2.435,69.39726027
"HAVEN_09FUD12JKD",4.3409,69.39726027
"HAVEN_09FUD12JKD",2.7262,69.39726027
"HAVEN_09FUD12JKD",2.4086,69.39726027
"HAVEN_09FUD12JKD",2.4227,69.39726027
"HAVEN_09FUD12JKD",1.9896,69.39726027
"HAVEN_09MDS30IKD",3.8976,67.77260274
"HAVEN_09MDS30IKD",3.4163,67.77260274
"HAVEN_09MDS30IKD",1.8558,67.77260274
"HAVEN_09MDS30IKD",3.5905,67.77260274
"HAVEN_09MDS30IKD",2.6857,67.77260274
